cell_type,marker,importance
mesothelial cell,PLIN2,16.97848634
mesothelial cell,UBE2S,16.89380921
mesothelial cell,TRAF4,16.86621016
mesothelial cell,RRP1,16.84589163
mesothelial cell,ZFAS1,16.84216068
mesothelial cell,MGST1,16.78533614
mesothelial cell,EPHB6,16.76825774
mesothelial cell,MEDAG,16.75914436
mesothelial cell,CITED4,16.67800378
mesothelial cell,FBXO2,16.66521035
mesothelial cell,CCDC71L,16.64108712
mesothelial cell,CHP1,16.6345853
mesothelial cell,IGFL2,16.56529065
mesothelial cell,MFAP2,16.45024289
mesothelial cell,EFNB2,16.42474952
mesothelial cell,POLD4,16.33432235
mesothelial cell,TRAPPC2L,16.3230013
mesothelial cell,CNIH4,16.3021135
mesothelial cell,MRPL41,16.18718362
mesothelial cell,NDUFA7,16.18131836
mesothelial cell,FKBP11,16.14996407
mesothelial cell,HPCAL1,16.10830373
mesothelial cell,UAP1,16.10345042
mesothelial cell,TMSB4X,16.03231075
mesothelial cell,LY6E,15.9943534
mesothelial cell,POLR2I,15.97326755
mesothelial cell,AP1S1,15.90740875
mesothelial cell,ARF6,15.90353757
mesothelial cell,SLPI,15.84080899
mesothelial cell,RPL35,15.83905801
mesothelial cell,MRPL23,15.83637384
mesothelial cell,PTGS1,15.82220268
mesothelial cell,EVA1C,15.80611004
mesothelial cell,RPS29,15.80474964
mesothelial cell,WARS,15.76843745
mesothelial cell,ATP2B1,15.66144901
mesothelial cell,CLNS1A,15.62884574
mesothelial cell,ANP32B,15.62470089
mesothelial cell,NMI,15.55814158
mesothelial cell,CD74,15.50332681
mesothelial cell,PTRHD1,15.46413486
mesothelial cell,ODC1,15.42623506
mesothelial cell,FLNC,15.42324091
mesothelial cell,TMEM176A,15.41529293
mesothelial cell,PPA2,15.4088058
mesothelial cell,MARCO,15.39261425
mesothelial cell,LY96,15.37538561
mesothelial cell,SPSB1,15.36933517
mesothelial cell,SYNCRIP,15.3088574
mesothelial cell,GCHFR,15.30197582
mesothelial cell,CBX3,15.29209103
mesothelial cell,STXBP2,15.18009496
mesothelial cell,MZT2A,15.16343261
mesothelial cell,UBE2D1,15.14810658
mesothelial cell,TUBB3,15.11946868
mesothelial cell,STAP2,15.10968501
mesothelial cell,NCOA7,15.08011226
mesothelial cell,ERP29,15.07839728
mesothelial cell,SDC4,15.06425601
mesothelial cell,VAMP8,15.05508783
mesothelial cell,HLA-DQB1,15.04349653
mesothelial cell,HDLBP,15.04166594
mesothelial cell,PTGER3,14.99743718
mesothelial cell,ANXA3,14.98550245
mesothelial cell,HLA-DQA1,14.98197016
mesothelial cell,RPA3,14.96701405
mesothelial cell,TMEM160,14.96509168
mesothelial cell,MT1G,14.9596661
mesothelial cell,MGARP,14.95636683
mesothelial cell,MSANTD3,14.93684088
mesothelial cell,GATA6,14.92660679
mesothelial cell,MRPL36,14.88416709
mesothelial cell,AK6,14.87272767
mesothelial cell,SERPINB4,14.84957476
mesothelial cell,NONO,14.84363286
mesothelial cell,RPL32,14.75224106
mesothelial cell,FLNB,14.74532916
mesothelial cell,PDXK,14.73035435
mesothelial cell,RPL13,14.66667962
mesothelial cell,RPL13A,14.65883829
mesothelial cell,EPGN,14.61089324
mesothelial cell,SLC9A3R1,14.5973243
mesothelial cell,RPLP1,14.58274812
mesothelial cell,IGBP1,14.55713654
mesothelial cell,C2,14.55273004
mesothelial cell,C17orf89,14.55209871
mesothelial cell,KDELR3,14.53941195
mesothelial cell,TPBG,14.52446123
mesothelial cell,SERPINA1,14.50365413
mesothelial cell,MAN2B1,14.49264635
mesothelial cell,MARCKSL1,14.48525032
mesothelial cell,TUBB2A,14.47980738
mesothelial cell,MUC16,14.47410271
mesothelial cell,ISOC2,14.45633407
mesothelial cell,TNFRSF21,14.45352786
mesothelial cell,PLA2G12A,14.42445139
mesothelial cell,FAM110C,14.40329371
mesothelial cell,RPL26,14.39232162
mesothelial cell,COL5A2,14.31026236
mesothelial cell,TYMP,14.30345872
mesothelial cell,MRPL12,14.29079454
mesothelial cell,DUSP6,14.25112495
mesothelial cell,FABP5,14.24431007
mesothelial cell,MRTO4,14.23794124
mesothelial cell,UGDH,14.18114123
mesothelial cell,STAT1,14.17945813
mesothelial cell,NDUFA3,14.17019158
mesothelial cell,NACA2,14.12501497
mesothelial cell,GPX1,14.12120487
mesothelial cell,ZNF593,14.09773667
mesothelial cell,EIF3A,14.0698264
mesothelial cell,PDLIM4,14.04968927
mesothelial cell,CIB1,14.02753222
mesothelial cell,MAST4,14.02607179
mesothelial cell,FXYD5,13.96963077
mesothelial cell,KRT10,13.91068905
mesothelial cell,SIPA1L2,13.90684383
mesothelial cell,TP53TG1,13.88231292
mesothelial cell,C1QC,13.8660732
mesothelial cell,RNF149,13.83119781
mesothelial cell,CLDN15,13.82200186
mesothelial cell,BTF3L4,13.79980409
mesothelial cell,SRP19,13.77998287
mesothelial cell,PTGFRN,13.75038565
mesothelial cell,TUBA1C,13.68039485
mesothelial cell,RPS15,13.65789304
mesothelial cell,MRPS33,13.65690895
mesothelial cell,CCL7,13.636439
mesothelial cell,TJP2,13.59197118
mesothelial cell,RPL36A,13.58418178
mesothelial cell,RPSAP58,13.57376309
mesothelial cell,RARRES1,13.5435209
mesothelial cell,KLF16,13.54221278
mesothelial cell,GTF3C6,13.50565226
mesothelial cell,OSR1,13.43040136
mesothelial cell,SAT1,13.41241925
mesothelial cell,DECR1,13.39856291
mesothelial cell,TGM1,13.35268806
mesothelial cell,ARHGAP23,13.34332118
mesothelial cell,TMSB10,13.31601634
mesothelial cell,RPLP2,13.31310656
mesothelial cell,GAS1,13.30143546
mesothelial cell,MT1F,13.29794899
mesothelial cell,SCO2,13.29779344
mesothelial cell,BCL3,13.27348312
mesothelial cell,PGLS,13.26525981
mesothelial cell,FBL,13.18028096
mesothelial cell,RPS27,13.12219953
mesothelial cell,WWC1,13.10612929
mesothelial cell,COTL1,13.03609844
mesothelial cell,MPST,12.93932213
mesothelial cell,CLIC3,12.88882069
mesothelial cell,HNRNPAB,12.87389355
mesothelial cell,RPS14,12.87384464
mesothelial cell,ZMAT3,12.83151859
mesothelial cell,NNMT,12.82402582
mesothelial cell,MRPL14,12.77641545
mesothelial cell,CA12,12.77156188
mesothelial cell,TXNL4B,12.74001883
mesothelial cell,ARL4A,12.73592495
mesothelial cell,MT1L,12.72360197
mesothelial cell,CTDNEP1,12.69030082
mesothelial cell,RMDN1,12.6552532
mesothelial cell,TMEM165,12.63581091
mesothelial cell,STMN1,12.62496089
mesothelial cell,RPL18A,12.57337461
mesothelial cell,SNHG5,12.54851794
mesothelial cell,CAPG,12.52527569
mesothelial cell,TIMM13,12.51495921
mesothelial cell,IFITM1,12.47773811
mesothelial cell,FAM84B,12.45463457
mesothelial cell,CDK5RAP2,12.44322893
mesothelial cell,TM4SF1,12.43364852
mesothelial cell,FDXR,12.34838285
mesothelial cell,NME1,12.32700913
mesothelial cell,HIF1A,12.32015022
mesothelial cell,PODXL,12.32004446
mesothelial cell,PPP1R14B,12.30914448
mesothelial cell,RPS24,12.29533811
mesothelial cell,LETM1,12.23443062
mesothelial cell,PIM1,12.20163505
mesothelial cell,TCTN1,12.19344781
mesothelial cell,HDAC2,12.1628241
mesothelial cell,KPNA2,12.12937672
mesothelial cell,PRDX3,12.11205867
mesothelial cell,ARAP2,12.07327552
mesothelial cell,TMEM256,12.04648003
mesothelial cell,GTF2I,12.0267279
mesothelial cell,S100A16,12.01170287
mesothelial cell,TNNT1,12.00884898
mesothelial cell,RPSA,11.98592788
mesothelial cell,NHP2,11.97095155
mesothelial cell,CNIH1,11.96267151
mesothelial cell,RPS14P3,11.95847907
mesothelial cell,ERRFI1,11.89977752
mesothelial cell,ENY2,11.88384897
mesothelial cell,MEST,11.86851111
mesothelial cell,TGFB1,11.85347524
mesothelial cell,UROD,11.84670596
mesothelial cell,C7orf73,11.77235391
mesothelial cell,CD7,11.76387483
mesothelial cell,UGCG,11.68740582
mesothelial cell,SCAND1,11.67484606
mesothelial cell,TGIF1,11.6281347
mesothelial cell,APRT,11.62684156
mesothelial cell,PVRL3,11.58376312
mesothelial cell,BMP2,11.52251665
mesothelial cell,TIMM8B,11.51971685
mesothelial cell,RAB13,11.50082354
mesothelial cell,VTN,11.48012406
mesothelial cell,RPS6,11.47853188
mesothelial cell,TMEM14B,11.42588575
mesothelial cell,TXNDC17,11.40671015
mesothelial cell,ZNHIT1,11.40624358
mesothelial cell,ARL6IP1,11.39293456
mesothelial cell,APOL2,11.35219739
mesothelial cell,PSMB8,11.34858002
mesothelial cell,RPS3,11.31563243
mesothelial cell,PRSS23,11.28692533
mesothelial cell,POLR2L,11.27051296
mesothelial cell,CTTN,11.18230579
mesothelial cell,UBE2L6,11.15702437
mesothelial cell,SNRPF,11.13869865
mesothelial cell,TMEM219,11.08898031
mesothelial cell,RPL29,11.08802933
mesothelial cell,DDX21,10.91784421
mesothelial cell,LAP3,10.87640934
mesothelial cell,CD55,10.86092173
mesothelial cell,B4GALT1,10.85029551
mesothelial cell,SNRPD1,10.82065213
mesothelial cell,C9orf16,10.78700653
mesothelial cell,OGN,10.76923955
mesothelial cell,IL6ST,10.7254593
mesothelial cell,COX17,10.70937357
mesothelial cell,UBA52,10.70893475
mesothelial cell,AREG,10.68331654
mesothelial cell,RPS10,10.66329638
mesothelial cell,HLA-DMA,10.62159118
mesothelial cell,NOP10,10.61130301
mesothelial cell,MTCH2,10.58055781
mesothelial cell,THBS2,10.55336499
mesothelial cell,SH3GLB1,10.54567324
mesothelial cell,AKR1A1,10.54404625
mesothelial cell,RPL7,10.54238075
mesothelial cell,ATOX1,10.53588603
mesothelial cell,RPS21,10.41954735
mesothelial cell,MPHOSPH6,10.35075676
mesothelial cell,ALKBH7,10.3476967
mesothelial cell,RPL13AP5,10.34712279
mesothelial cell,COX7C,10.3028134
mesothelial cell,RBP1,10.24754783
mesothelial cell,IFI30,10.24169753
mesothelial cell,FDCSP,10.21972359
mesothelial cell,RPS8,10.21593766
mesothelial cell,RPL38,10.20265914
mesothelial cell,HLA-DRA,10.1950966
mesothelial cell,MRPL51,10.16588653
mesothelial cell,RPL22L1,10.15440215
mesothelial cell,SOD2,10.11820703
mesothelial cell,CCDC80,10.09346907
mesothelial cell,ADAMTS9,10.08874813
mesothelial cell,HIGD2A,10.0719825
mesothelial cell,RNF145,10.04867353
mesothelial cell,RPL10,10.04461127
mesothelial cell,EIF3M,10.01490029
mesothelial cell,HLA-DRB1,9.9940075
mesothelial cell,FGG,9.960426675
mesothelial cell,C14orf2,9.960298779
mesothelial cell,TPM3,9.949999385
mesothelial cell,FMO1,9.949849795
mesothelial cell,APOA1,9.885541167
mesothelial cell,GCSH,9.869525035
mesothelial cell,GAS5,9.863844877
mesothelial cell,MARCH3,9.825393773
mesothelial cell,TOMM5,9.808233378
mesothelial cell,GSTK1,9.784248665
mesothelial cell,IGFBP4,9.77573425
mesothelial cell,RPS20,9.775314977
mesothelial cell,UXT,9.771217023
mesothelial cell,LGALS1,9.761527279
mesothelial cell,UBE2L3,9.749802199
mesothelial cell,MT2A,9.725935502
mesothelial cell,TMOD3,9.705679912
mesothelial cell,TRAPPC1,9.701376277
mesothelial cell,PPA1,9.689934991
mesothelial cell,RPL37A,9.678814583
mesothelial cell,GNG11,9.647644641
mesothelial cell,RPL23,9.578742261
mesothelial cell,MT1X,9.546361635
mesothelial cell,TMEM98,9.538798794
mesothelial cell,KIF21A,9.475587583
mesothelial cell,SH3BP5,9.447806551
mesothelial cell,PLA2G16,9.444867925
mesothelial cell,C11orf31,9.437365451
mesothelial cell,LSM5,9.41631482
mesothelial cell,RAI1,9.388996995
mesothelial cell,CENPW,9.365586251
mesothelial cell,SH3BGRL3,9.270806445
mesothelial cell,FAM153C,9.260591227
mesothelial cell,HSPD1,9.260087239
mesothelial cell,METAP2,9.184214771
mesothelial cell,KTN1,9.157450065
mesothelial cell,SET,9.132819744
mesothelial cell,TNFRSF12A,9.119180958
mesothelial cell,SERP1,9.071643938
mesothelial cell,BAX,9.059473601
mesothelial cell,HLA-DPB1,9.001836646
mesothelial cell,NPM1,8.981046394
mesothelial cell,TOMM22,8.898921123
mesothelial cell,PPIL1,8.893488376
mesothelial cell,RPS5,8.864352919
mesothelial cell,TYROBP,8.851209749
mesothelial cell,KDR,8.822723616
mesothelial cell,SNRPE,8.820913793
mesothelial cell,B2M,8.790150035
mesothelial cell,THAP9-AS1,8.778382742
mesothelial cell,SPTSSA,8.775271828
mesothelial cell,NDUFB5,8.743692804
mesothelial cell,GMPR,8.720998276
mesothelial cell,RPL18,8.716246928
mesothelial cell,C1QB,8.713224512
mesothelial cell,HLA-DRB5,8.682287123
mesothelial cell,SLIRP,8.661332723
mesothelial cell,ILF2,8.648136365
mesothelial cell,CYP27A1,8.643100837
mesothelial cell,PSMA2,8.628703834
mesothelial cell,SEC61G,8.608262394
mesothelial cell,SERPINE1,8.602977706
mesothelial cell,S100A6,8.595374032
mesothelial cell,C19orf53,8.531927688
mesothelial cell,PHPT1,8.527696604
mesothelial cell,SF3B5,8.514021593
mesothelial cell,PRDX5,8.50793848
mesothelial cell,ENO1,8.482163795
mesothelial cell,APOC1,8.409903454
mesothelial cell,ERGIC3,8.404171897
mesothelial cell,KRT5,8.388938062
mesothelial cell,PAIP1,8.37711372
mesothelial cell,MGAT4B,8.370297644
mesothelial cell,ARPC1B,8.321944741
mesothelial cell,SCP2,8.28898364
mesothelial cell,PTMA,8.237152587
mesothelial cell,RPS3A,8.187601571
mesothelial cell,FABP4,8.106449116
mesothelial cell,ATP5G2,8.10420428
mesothelial cell,CYB5A,8.100244206
mesothelial cell,RPL11,8.096138644
mesothelial cell,DYNLT1,8.094766003
mesothelial cell,COX6B1,8.04769709
mesothelial cell,CADM3,7.976913136
mesothelial cell,TMEM70,7.940245264
mesothelial cell,NAMPT,7.919189483
mesothelial cell,RPL7A,7.787108814
mesothelial cell,NDUFA1,7.786768965
mesothelial cell,RPL27,7.786566094
mesothelial cell,UQCRQ,7.774952127
mesothelial cell,HMGN1,7.757243632
mesothelial cell,RPS23,7.750105562
mesothelial cell,C1QA,7.746956964
mesothelial cell,FKBP1A,7.736055729
mesothelial cell,LYZ,7.72490136
mesothelial cell,C1orf162,7.671504489
mesothelial cell,TMEM258,7.629700785
mesothelial cell,COL1A1,7.609492844
mesothelial cell,COL3A1,7.557409392
mesothelial cell,RPL19,7.545570067
mesothelial cell,MRPS21,7.533317209
mesothelial cell,TMEM14C,7.532394878
mesothelial cell,FST,7.517229688
mesothelial cell,RPS13,7.51403251
mesothelial cell,HINT1,7.506356879
mesothelial cell,RPL10A,7.434130033
mesothelial cell,CD47,7.430710613
mesothelial cell,UGP2,7.421132559
mesothelial cell,EEF1G,7.403435678
mesothelial cell,PSME2,7.39804802
mesothelial cell,CKS2,7.393694195
mesothelial cell,GAPDH,7.379962743
mesothelial cell,CASP2,7.290671045
mesothelial cell,EEF1B2,7.286171098
mesothelial cell,UQCRH,7.25646495
mesothelial cell,IFI16,7.233812446
mesothelial cell,AP2S1,7.172092455
mesothelial cell,HLA-DRB6,7.164094647
mesothelial cell,H19,7.146573068
mesothelial cell,TCEB1,7.117004893
mesothelial cell,RPS11,7.108682291
mesothelial cell,OSTC,7.075747652
mesothelial cell,RPL8,7.072882328
mesothelial cell,RPS27A,7.03763744
mesothelial cell,F2RL1,7.018621098
mesothelial cell,ATP5E,7.005133397
mesothelial cell,SEC11A,6.994078214
mesothelial cell,MT1H,6.986561308
mesothelial cell,BYSL,6.984734442
mesothelial cell,HLA-B,6.983994096
mesothelial cell,NPC2,6.934926692
mesothelial cell,CUTA,6.9149309
mesothelial cell,TSPO,6.912763516
mesothelial cell,HLA-DPA1,6.899483092
mesothelial cell,TRAPPC5,6.899124548
mesothelial cell,IGFBP1,6.86707162
mesothelial cell,GAP43,6.849152214
mesothelial cell,GNG5,6.842681721
mesothelial cell,RPL35A,6.824697772
mesothelial cell,NENF,6.714947952
mesothelial cell,TXN,6.707549557
mesothelial cell,PRDX6,6.660422771
mesothelial cell,HSPE1,6.657788599
mesothelial cell,ATP5J2,6.624648475
mesothelial cell,FIS1,6.620093549
mesothelial cell,BDKRB1,6.595449711
mesothelial cell,GMPPA,6.582518565
mesothelial cell,SNRPG,6.53543268
mesothelial cell,RPL27A,6.496924366
mesothelial cell,MZT2B,6.466901506
mesothelial cell,RPL23A,6.449680881
mesothelial cell,VAPA,6.444317429
mesothelial cell,FOXC1,6.374156698
mesothelial cell,UQCRB,6.351008829
mesothelial cell,CDH2,6.318747178
mesothelial cell,UQCR11,6.318644601
mesothelial cell,RPL31,6.285927811
mesothelial cell,BACE1,6.250910634
mesothelial cell,HMGN3,6.219818284
mesothelial cell,WBP5,6.179460688
mesothelial cell,MINOS1,6.108617573
mesothelial cell,RPL14,6.086556731
mesothelial cell,ATP6V0E1,6.036890881
mesothelial cell,RPS27L,6.033762537
mesothelial cell,COX4I1,5.974595421
mesothelial cell,SSR4,5.958077537
mesothelial cell,AQP3,5.94662359
mesothelial cell,RPS9,5.864076698
mesothelial cell,NDUFB2,5.836793837
mesothelial cell,RPS25,5.808407137
mesothelial cell,RPL9,5.808335545
mesothelial cell,NCL,5.795619364
mesothelial cell,ECT2,5.747098656
mesothelial cell,RPL4,5.733573105
mesothelial cell,SEC61B,5.712419805
mesothelial cell,ATP5L,5.710292739
mesothelial cell,SERF2,5.685328162
mesothelial cell,RPL3,5.616788014
mesothelial cell,POMP,5.609385494
mesothelial cell,GNB2L1,5.579781543
mesothelial cell,RPS16,5.56097187
mesothelial cell,TMA7,5.503639256
mesothelial cell,RPL5,5.484958225
mesothelial cell,NDUFB11,5.441906364
mesothelial cell,SHFM1,5.410509918
mesothelial cell,HOOK1,5.394106646
mesothelial cell,RPL21,5.345397006
mesothelial cell,MDK,5.345181474
mesothelial cell,SNRPD2,5.286978827
mesothelial cell,SLC25A6,5.235924948
mesothelial cell,NDUFA13,5.217840059
mesothelial cell,EMP3,5.212257613
mesothelial cell,SUB1,5.175056085
mesothelial cell,ATP5I,5.121341022
mesothelial cell,C4orf33,4.95161661
mesothelial cell,C19orf43,4.93149356
mesothelial cell,RPL15,4.898334024
mesothelial cell,YWHAE,4.894611488
mesothelial cell,TBCA,4.779731356
mesothelial cell,TPI1,4.775861665
mesothelial cell,LDHA,4.748443105
mesothelial cell,ATP5D,4.705380454
mesothelial cell,TCEB2,4.704405829
mesothelial cell,RPL6,4.691828864
mesothelial cell,PABPC1,4.67551559
mesothelial cell,UBL5,4.673567342
mesothelial cell,LDHB,4.575782974
mesothelial cell,PKM,4.541104366
mesothelial cell,RPS7,4.52770856
mesothelial cell,ARPC2,4.396142134
mesothelial cell,GPD1,4.23120288
mesothelial cell,NDUFA11,4.22335261
mesothelial cell,PTTG1,4.170329446
mesothelial cell,EEF1A1,4.162675361
mesothelial cell,FAU,4.135399744
mesothelial cell,RPL22,4.119825087
mesothelial cell,TCEAL2,4.065120737
mesothelial cell,IGFBP3,4.047187166
mesothelial cell,GUK1,4.042792376
mesothelial cell,WIPF1,4.027848172
mesothelial cell,SEPT1,3.977786147
mesothelial cell,GIPC2,3.938232353
mesothelial cell,EEF1D,3.932316923
mesothelial cell,HNRNPA1,3.886642348
mesothelial cell,PCBP2,3.830383302
mesothelial cell,FTH1,3.804514521
mesothelial cell,TOMM7,3.800306572
mesothelial cell,IFITM3,3.782606147
mesothelial cell,GPX4,3.732494927
mesothelial cell,COMMD6,3.658756194
mesothelial cell,ARID5B,3.623987377
mesothelial cell,EIF3E,3.615058714
mesothelial cell,NAP1L1,3.597346292
mesothelial cell,CYBA,3.559329408
mesothelial cell,COX7B,3.482255391
mesothelial cell,S100A11,3.464637278
mesothelial cell,FTL,3.404371666
mesothelial cell,RPL30,3.379820535
mesothelial cell,USMG5,3.3601911
mesothelial cell,PPIB,3.332791358
mesothelial cell,PFN1,3.3203522
mesothelial cell,HLA-A,3.236365375
mesothelial cell,RPL36AL,3.234135114
mesothelial cell,GYPC,3.193450318
mesothelial cell,OST4,3.072351058
mesothelial cell,RPL24,3.042798755
mesothelial cell,CABYR,2.883886682
mesothelial cell,BTF3,2.785086481
mesothelial cell,RPS4X,2.755947124
mesothelial cell,GABARAP,2.696866792
mesothelial cell,PFDN5,2.308477699
mesothelial cell,ALDOA,2.20959597
mesothelial cell,MARS2,2.126821852
mesothelial cell,UBXN2B,1.993527061
mesothelial cell,CRIP1,1.936524315
mesothelial cell,METTL4,1.732927281
mesothelial cell,PPDPF,1.689604668
mesothelial cell,CRABP2,1.503370997
mesothelial cell,ANXA2,1.374901863
mesothelial cell,NEAT1,0.824794331
mesothelial cell,SPARC,0.423480372
B cell,CD79A,Inf
B cell,MS4A1,Inf
B cell,CD79B,Inf
B cell,LINC00926,Inf
B cell,BANK1,Inf
B cell,CD37,Inf
B cell,VPREB3,297.8346394
B cell,LTB,271.230233
B cell,TCL1A,268.0603106
B cell,RCSD1,253.2698879
B cell,FCER2,235.1701727
B cell,HVCN1,232.4325609
B cell,BLK,230.9368227
B cell,CD19,228.1003277
B cell,FCRLA,225.3416373
B cell,RPL18A,217.8468336
B cell,RPS23,213.1388479
B cell,RPS8,209.6975377
B cell,PAX5,203.2539288
B cell,RPL13A,202.1777449
B cell,RPS5,200.8649512
B cell,HLA-DOB,200.7679942
B cell,EEF2,194.4923444
B cell,RPS11,192.4783416
B cell,FCMR,187.4586543
B cell,RPLP2,186.240035
B cell,RPL8,173.0537153
B cell,ADAM28,171.2146848
B cell,MEF2C,170.8547587
B cell,CD24,170.159136
B cell,FCRL1,169.93483
B cell,CD74,165.5868657
B cell,RPS27,164.5712181
B cell,P2RX5,157.9199564
B cell,RPL13AP5,155.4555066
B cell,RPL11,151.8876015
B cell,RPSA,147.2010345
B cell,RPL18,145.8971642
B cell,CD52,143.6999022
B cell,EEF1G,143.5599578
B cell,RPL19,142.5842582
B cell,GNG7,140.3609239
B cell,RPL23A,139.7948807
B cell,RPS18,139.4721087
B cell,RPL13,139.450724
B cell,RPL10A,139.0651973
B cell,RPS29,138.105513
B cell,RPL39,137.0970536
B cell,RPS2,136.7008467
B cell,RPS21,135.9457554
B cell,RPS10,135.8105086
B cell,RPS17,134.4471139
B cell,RPL30,132.3661759
B cell,RPL21,132.0005093
B cell,SPIB,131.3743104
B cell,RPL32,127.8809294
B cell,IRF8,124.6434808
B cell,PTPRCAP,124.5056765
B cell,RPL12,123.9070833
B cell,HLA-DQA1,122.7249853
B cell,RPL37,121.4422641
B cell,RPL15,120.9208857
B cell,RPL7A,120.5334311
B cell,RPS3A,119.9104845
B cell,RPL9,118.8601556
B cell,RPSAP58,118.5706285
B cell,FAU,117.8010508
B cell,FAM129C,115.9867813
B cell,RPL29,115.6923555
B cell,RPS15A,115.163432
B cell,RPS6,115.140047
B cell,LOC101927412,114.6879689
B cell,EEF1B2,114.0564648
B cell,HLA-DRB6,111.8881387
B cell,CD72,111.1310424
B cell,RPL41,109.7744256
B cell,RPS7,108.7273268
B cell,RPS28,108.297881
B cell,RPS20,106.4293502
B cell,RPS16,105.5440362
B cell,RPS25,105.3770457
B cell,RPL3,104.8556571
B cell,GNB2L1,104.5905544
B cell,RPS15,104.5724697
B cell,CD22,104.1453617
B cell,QRSL1,103.8321097
B cell,RPL36,103.5022063
B cell,RPL27,101.9023167
B cell,HLA-DRA,101.8828073
B cell,IL4R,101.4161707
B cell,RPS27A,101.1221936
B cell,TNFRSF13C,100.7364458
B cell,ORAI2,99.85001094
B cell,CYB561A3,98.72434775
B cell,RPL34,97.77410751
B cell,PPAPDC1B,97.70497257
B cell,GLTSCR2,97.24848407
B cell,RPS12,97.20135829
B cell,POU2AF1,96.29094784
B cell,EEF1A1,95.99259067
B cell,RPL35,95.77310923
B cell,RALGPS2,95.60983684
B cell,KIAA0125,95.40891005
B cell,RPS13,94.69688062
B cell,RPLP1,94.35539585
B cell,LIMD2,93.6646371
B cell,TXNIP,93.35296517
B cell,RPLP0,92.69782201
B cell,TPD52,91.72319946
B cell,SELL,91.31739666
B cell,CD40,90.73601964
B cell,RPS19,89.4354475
B cell,RPL17,88.84186508
B cell,HLA-DPB1,88.78437495
B cell,RPL5,88.69099435
B cell,RPL35A,88.40073154
B cell,RPL27A,88.38012389
B cell,RPL22,88.07080683
B cell,CXCR5,87.9029766
B cell,RPL4,86.89569663
B cell,AFF3,84.81629747
B cell,PNOC,84.76352553
B cell,RPL38,84.60048714
B cell,EBF1,84.41942434
B cell,GAS5,82.89383382
B cell,RPS4X,79.41840477
B cell,LAPTM5,77.75489146
B cell,SNHG7,77.66687778
B cell,RPL37A,77.14623749
B cell,IFT57,76.96970252
B cell,TSPAN13,75.97979395
B cell,SNX2,75.87985777
B cell,BCL11A,75.87542802
B cell,KIAA0226L,75.55764627
B cell,BTG1,75.48585004
B cell,TLR10,74.94711349
B cell,RPL10,73.91670989
B cell,STRBP,73.10934913
B cell,TMEM156,72.78811481
B cell,SMIM14,72.74046275
B cell,ZCCHC7,72.64345746
B cell,RPL26,71.42780532
B cell,HHEX,70.90736855
B cell,CCR7,69.30768308
B cell,RPL28,69.22462677
B cell,CD200,68.44894003
B cell,RPL23,68.11702626
B cell,SNX22,66.78776303
B cell,RPL31,65.73498044
B cell,TNFRSF13B,64.98084667
B cell,CXCR4,64.78279759
B cell,BCL7A,64.6712646
B cell,NCF1C,64.64059321
B cell,POU2F2,63.66671451
B cell,BTLA,63.65282164
B cell,ISG20,61.13233666
B cell,BLNK,57.70496694
B cell,C16orf74,56.9961631
B cell,PNISR,56.57305981
B cell,RPS3,56.10715472
B cell,OSBPL10,55.81445333
B cell,RPL36A,55.68761762
B cell,TMEM243,55.53824381
B cell,CDCA7L,55.11938131
B cell,KLF2,54.88511253
B cell,HLA-DMB,54.61298145
B cell,HLA-DQA2,54.56431468
B cell,PLEKHF2,54.51525718
B cell,FCRL2,54.05291164
B cell,CD180,53.70368103
B cell,EVI2B,53.1935256
B cell,PKIG,52.82685465
B cell,DRAM2,51.52522562
B cell,SWAP70,51.30627151
B cell,MARCH1,50.18717397
B cell,STX7,49.87789542
B cell,GUCD1,49.41063451
B cell,SEMA4B,49.00183356
B cell,BIRC3,48.90839197
B cell,EAF2,48.63975386
B cell,CLEC2D,48.49406517
B cell,HLA-DMA,48.09079933
B cell,SYPL1,47.19760548
B cell,UBA52,47.11792798
B cell,RPL7,46.79346035
B cell,NCF1,46.3580064
B cell,EZR,45.84801806
B cell,PRKCB,45.51098321
B cell,RPL6,45.47752769
B cell,FAM65B,45.46996168
B cell,FAM3C,45.16938791
B cell,HBB,44.97846874
B cell,RPS9,44.85164136
B cell,SP110,44.82617791
B cell,ADK,44.57202544
B cell,LY86,44.17287522
B cell,LSM7,43.83009858
B cell,SMDT1,43.59334723
B cell,SMARCB1,41.95768199
B cell,LINC01215,41.9574336
B cell,GGA2,41.23887122
B cell,C15orf57,41.19468671
B cell,DCK,41.13105446
B cell,NAPSB,40.84875718
B cell,MBD4,40.82925912
B cell,NPM1,40.35518923
B cell,HLA-DQB2,40.13192724
B cell,ARHGAP24,39.81607547
B cell,MDM4,39.64138767
B cell,RPL14,39.64087612
B cell,RASGRP2,39.59115986
B cell,C6orf48,39.46142672
B cell,UCP2,38.9930603
B cell,RPS14,38.68971503
B cell,SP140,38.49707564
B cell,HSPA4,37.53613608
B cell,BACH2,37.51143592
B cell,HNRNPA1,37.25907589
B cell,BCAS4,36.97581559
B cell,YBX3,36.77605866
B cell,HIP1R,36.50971109
B cell,CORO1A,35.79207624
B cell,TMEM154,35.22560451
B cell,FAM26F,35.15802187
B cell,SP100,34.7781374
B cell,ANAPC16,34.4567964
B cell,RPL21P28,34.45304867
B cell,SESN1,34.23227415
B cell,EIF3E,33.51387583
